timestamp,source,state,target,event,line_pattern,rain_raw,rain_status,left_lux,right_lux,light_mode,line_lost_fault,movement_timeout_fault,light_tracking_timeout_fault,light_left_ok,light_right_ok,laundry_active,command_sent,command_source,fallback_active,fallback_reason,weather_rain_likely,data_status,ip
2026-06-01T02:59:20+00:00,mqtt,STOPPED,NONE,LINE_LOST_FAULT_STOPPED,000,3763,DRY,4568.333,330,DEGRADED,True,False,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T02:59:25+00:00,mqtt,STOPPED,NONE,EMERGENCY_STOPPED,000,3835,DRY,4568.333,330,DEGRADED,True,False,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T02:59:30+00:00,mqtt,STOPPED,NONE,EMERGENCY_STOPPED,000,3793,DRY,4568.333,330,DEGRADED,True,False,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T02:59:35+00:00,mqtt,STOPPED,NONE,EMERGENCY_STOPPED,000,3743,DRY,4568.333,330,DEGRADED,True,False,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T02:59:40+00:00,mqtt,STOPPED,NONE,EMERGENCY_STOPPED,000,3824,DRY,4568.333,330,DEGRADED,True,False,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T02:59:45+00:00,mqtt,STOPPED,NONE,EMERGENCY_STOPPED,000,3845,DRY,4568.333,330,DEGRADED,True,False,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T02:59:50+00:00,mqtt,STOPPED,NONE,EMERGENCY_STOPPED,000,3813,DRY,4568.333,330,DEGRADED,True,False,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T02:59:55+00:00,mqtt,STOPPED,NONE,EMERGENCY_STOPPED,000,3829,DRY,4568.333,330,DEGRADED,True,False,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:00:00+00:00,mqtt,STOPPED,NONE,EMERGENCY_STOPPED,000,3838,DRY,4568.333,330,DEGRADED,True,False,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:00:05+00:00,mqtt,STOPPED,NONE,EMERGENCY_STOPPED,000,3835,DRY,4568.333,330,DEGRADED,True,False,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:00:10+00:00,mqtt,STOPPED,NONE,EMERGENCY_STOPPED,000,3828,DRY,4568.333,330,DEGRADED,True,False,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:00:15+00:00,mqtt,STOPPED,NONE,EMERGENCY_STOPPED,000,3830,DRY,4568.333,330,DEGRADED,True,False,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:00:21+00:00,mqtt,STOPPED,NONE,EMERGENCY_STOPPED,000,3809,DRY,4568.333,330,DEGRADED,True,False,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:00:26+00:00,mqtt,STOPPED,NONE,EMERGENCY_STOPPED,000,3841,DRY,4568.333,330,DEGRADED,True,False,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:00:31+00:00,mqtt,STOPPED,NONE,EMERGENCY_STOPPED,000,3832,DRY,4568.333,330,DEGRADED,True,False,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:00:36+00:00,mqtt,STOPPED,NONE,EMERGENCY_STOPPED,000,3849,DRY,4568.333,330,DEGRADED,True,False,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:00:41+00:00,mqtt,STOPPED,NONE,EMERGENCY_STOPPED,000,3890,DRY,4568.333,330,DEGRADED,True,False,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:00:46+00:00,mqtt,STOPPED,NONE,EMERGENCY_STOPPED,000,3849,DRY,4568.333,330,DEGRADED,True,False,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:00:51+00:00,mqtt,STOPPED,NONE,EMERGENCY_STOPPED,000,3834,DRY,4568.333,330,DEGRADED,True,False,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:00:56+00:00,mqtt,STOPPED,NONE,EMERGENCY_STOPPED,000,3879,DRY,4568.333,330,DEGRADED,True,False,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:01:01+00:00,mqtt,STOPPED,NONE,EMERGENCY_STOPPED,000,3839,DRY,4568.333,330,DEGRADED,True,False,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:01:06+00:00,mqtt,STOPPED,NONE,EMERGENCY_STOPPED,000,3809,DRY,4568.333,330,DEGRADED,True,False,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:01:12+00:00,mqtt,STOPPED,NONE,EMERGENCY_STOPPED,000,3833,DRY,4568.333,330,DEGRADED,True,False,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:01:17+00:00,mqtt,STOPPED,NONE,EMERGENCY_STOPPED,000,3834,DRY,4568.333,330,DEGRADED,True,False,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:01:22+00:00,mqtt,STOPPED,NONE,EMERGENCY_STOPPED,000,3856,DRY,4568.333,330,DEGRADED,True,False,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:01:27+00:00,mqtt,STOPPED,NONE,EMERGENCY_STOPPED,000,3835,DRY,4568.333,330,DEGRADED,True,False,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:01:32+00:00,mqtt,STOPPED,NONE,EMERGENCY_STOPPED,000,3832,DRY,4568.333,330,DEGRADED,True,False,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:01:37+00:00,mqtt,STOPPED,NONE,EMERGENCY_STOPPED,000,3847,DRY,4568.333,330,DEGRADED,True,False,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:01:42+00:00,mqtt,STOPPED,NONE,EMERGENCY_STOPPED,000,3831,DRY,4568.333,330,DEGRADED,True,False,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:01:47+00:00,mqtt,STOPPED,NONE,EMERGENCY_STOPPED,000,3757,DRY,4568.333,330,DEGRADED,True,False,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:01:52+00:00,mqtt,STOPPED,NONE,EMERGENCY_STOPPED,000,3847,DRY,4568.333,330,DEGRADED,True,False,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:01:57+00:00,mqtt,STOPPED,NONE,EMERGENCY_STOPPED,000,3838,DRY,4568.333,330,DEGRADED,True,False,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:02:02+00:00,mqtt,STOPPED,NONE,EMERGENCY_STOPPED,000,3837,DRY,4568.333,330,DEGRADED,True,False,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:02:07+00:00,mqtt,STOPPED,NONE,EMERGENCY_STOPPED,000,3857,DRY,4568.333,330,DEGRADED,True,False,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:02:13+00:00,mqtt,STOPPED,NONE,EMERGENCY_STOPPED,000,3848,DRY,4568.333,330,DEGRADED,True,False,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:02:18+00:00,mqtt,STOPPED,NONE,EMERGENCY_STOPPED,000,3830,DRY,4568.333,330,DEGRADED,True,False,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:02:30+00:00,mqtt,STOPPED,NONE,LINE_LOST_FAULT_STOPPED,000,3908,DRY,4568.333,330,DEGRADED,True,False,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:02:35+00:00,mqtt,STOPPED,NONE,LINE_LOST_FAULT_STOPPED,000,3910,DRY,4568.333,330,DEGRADED,True,False,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:02:40+00:00,mqtt,STOPPED,NONE,LINE_LOST_FAULT_STOPPED,000,3943,DRY,4568.333,330,DEGRADED,True,False,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:02:54+00:00,mqtt,STOPPED,NONE,LINE_HUNT_TIMEOUT_STOPPED,000,3893,DRY,4568.333,330,DEGRADED,False,True,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:02:57+00:00,mqtt,STOPPED,NONE,LINE_HUNT_TIMEOUT_STOPPED,000,3899,DRY,4568.333,330,DEGRADED,False,True,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:03:13+00:00,mqtt,STOPPED,NONE,LINE_HUNT_TIMEOUT_STOPPED,000,3903,DRY,4568.333,330,DEGRADED,False,True,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:03:17+00:00,mqtt,STOPPED,NONE,LINE_HUNT_TIMEOUT_STOPPED,000,3916,DRY,4568.333,330,DEGRADED,False,True,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:03:21+00:00,mqtt,STOPPED,NONE,LINE_HUNT_TIMEOUT_STOPPED,000,3872,DRY,4568.333,330,DEGRADED,False,True,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:03:26+00:00,mqtt,STOPPED,NONE,LINE_HUNT_TIMEOUT_STOPPED,000,3931,DRY,4568.333,330,DEGRADED,False,True,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:03:31+00:00,mqtt,STOPPED,NONE,LINE_HUNT_TIMEOUT_STOPPED,000,3923,DRY,4568.333,330,DEGRADED,False,True,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:03:36+00:00,mqtt,STOPPED,NONE,LINE_HUNT_TIMEOUT_STOPPED,000,3922,DRY,4568.333,330,DEGRADED,False,True,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:03:41+00:00,mqtt,STOPPED,NONE,LINE_HUNT_TIMEOUT_STOPPED,000,3902,DRY,4568.333,330,DEGRADED,False,True,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:03:46+00:00,mqtt,STOPPED,NONE,LINE_HUNT_TIMEOUT_STOPPED,000,3894,DRY,4568.333,330,DEGRADED,False,True,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:03:51+00:00,mqtt,STOPPED,NONE,LINE_HUNT_TIMEOUT_STOPPED,000,3960,DRY,4568.333,330,DEGRADED,False,True,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:03:57+00:00,mqtt,STOPPED,NONE,LINE_HUNT_TIMEOUT_STOPPED,000,3914,DRY,4568.333,330,DEGRADED,False,True,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:04:02+00:00,mqtt,STOPPED,NONE,LINE_HUNT_TIMEOUT_STOPPED,000,3934,DRY,4568.333,330,DEGRADED,False,True,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:04:07+00:00,mqtt,STOPPED,NONE,LINE_HUNT_TIMEOUT_STOPPED,000,3919,DRY,4568.333,330,DEGRADED,False,True,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:04:12+00:00,mqtt,STOPPED,NONE,LINE_HUNT_TIMEOUT_STOPPED,000,3912,DRY,4568.333,330,DEGRADED,False,True,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:04:17+00:00,mqtt,STOPPED,NONE,LINE_HUNT_TIMEOUT_STOPPED,000,3927,DRY,4568.333,330,DEGRADED,False,True,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:04:22+00:00,mqtt,STOPPED,NONE,LINE_HUNT_TIMEOUT_STOPPED,000,3989,DRY,4568.333,330,DEGRADED,False,True,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:04:27+00:00,mqtt,STOPPED,NONE,LINE_HUNT_TIMEOUT_STOPPED,000,3930,DRY,4568.333,330,DEGRADED,False,True,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:04:32+00:00,mqtt,STOPPED,NONE,LINE_HUNT_TIMEOUT_STOPPED,000,3926,DRY,4568.333,330,DEGRADED,False,True,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:04:37+00:00,mqtt,STOPPED,NONE,LINE_HUNT_TIMEOUT_STOPPED,000,3924,DRY,4568.333,330,DEGRADED,False,True,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:04:42+00:00,mqtt,STOPPED,NONE,LINE_HUNT_TIMEOUT_STOPPED,000,3927,DRY,4568.333,330,DEGRADED,False,True,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:04:47+00:00,mqtt,STOPPED,NONE,LINE_HUNT_TIMEOUT_STOPPED,000,3949,DRY,4568.333,330,DEGRADED,False,True,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:04:53+00:00,mqtt,STOPPED,NONE,LINE_HUNT_TIMEOUT_STOPPED,000,3930,DRY,4568.333,330,DEGRADED,False,True,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:04:58+00:00,mqtt,STOPPED,NONE,LINE_HUNT_TIMEOUT_STOPPED,000,3934,DRY,4568.333,330,DEGRADED,False,True,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:05:03+00:00,mqtt,STOPPED,NONE,LINE_HUNT_TIMEOUT_STOPPED,000,3926,DRY,4568.333,330,DEGRADED,False,True,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:05:08+00:00,mqtt,STOPPED,NONE,LINE_HUNT_TIMEOUT_STOPPED,000,3926,DRY,4568.333,330,DEGRADED,False,True,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:05:13+00:00,mqtt,STOPPED,NONE,LINE_HUNT_TIMEOUT_STOPPED,000,3930,DRY,4568.333,330,DEGRADED,False,True,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:05:18+00:00,mqtt,STOPPED,NONE,LINE_HUNT_TIMEOUT_STOPPED,000,3936,DRY,4568.333,330,DEGRADED,False,True,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:05:23+00:00,mqtt,STOPPED,NONE,LINE_HUNT_TIMEOUT_STOPPED,000,3923,DRY,4568.333,330,DEGRADED,False,True,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:05:28+00:00,mqtt,STOPPED,NONE,LINE_HUNT_TIMEOUT_STOPPED,000,3939,DRY,4568.333,330,DEGRADED,False,True,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:05:33+00:00,mqtt,STOPPED,NONE,LINE_HUNT_TIMEOUT_STOPPED,000,3908,DRY,4568.333,330,DEGRADED,False,True,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:05:38+00:00,mqtt,STOPPED,NONE,LINE_HUNT_TIMEOUT_STOPPED,000,3917,DRY,4568.333,330,DEGRADED,False,True,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:05:43+00:00,mqtt,STOPPED,NONE,LINE_HUNT_TIMEOUT_STOPPED,000,3909,DRY,4568.333,330,DEGRADED,False,True,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:05:48+00:00,mqtt,STOPPED,NONE,LINE_HUNT_TIMEOUT_STOPPED,000,3938,DRY,4568.333,330,DEGRADED,False,True,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:05:53+00:00,mqtt,STOPPED,NONE,LINE_HUNT_TIMEOUT_STOPPED,000,3927,DRY,4568.333,330,DEGRADED,False,True,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:05:59+00:00,mqtt,STOPPED,NONE,LINE_HUNT_TIMEOUT_STOPPED,000,3919,DRY,4568.333,330,DEGRADED,False,True,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:06:04+00:00,mqtt,STOPPED,NONE,LINE_HUNT_TIMEOUT_STOPPED,000,3952,DRY,4568.333,330,DEGRADED,False,True,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:06:09+00:00,mqtt,STOPPED,NONE,LINE_HUNT_TIMEOUT_STOPPED,000,3946,DRY,4568.333,330,DEGRADED,False,True,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:06:14+00:00,mqtt,STOPPED,NONE,LINE_HUNT_TIMEOUT_STOPPED,000,3925,DRY,4568.333,330,DEGRADED,False,True,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:06:19+00:00,mqtt,STOPPED,NONE,LINE_HUNT_TIMEOUT_STOPPED,000,3933,DRY,4568.333,330,DEGRADED,False,True,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:06:24+00:00,mqtt,STOPPED,NONE,LINE_HUNT_TIMEOUT_STOPPED,000,3929,DRY,4568.333,330,DEGRADED,False,True,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:06:29+00:00,mqtt,STOPPED,NONE,LINE_HUNT_TIMEOUT_STOPPED,000,3953,DRY,4568.333,330,DEGRADED,False,True,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:06:34+00:00,mqtt,STOPPED,NONE,LINE_HUNT_TIMEOUT_STOPPED,000,3914,DRY,4568.333,330,DEGRADED,False,True,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:06:39+00:00,mqtt,STOPPED,NONE,LINE_HUNT_TIMEOUT_STOPPED,000,3918,DRY,4568.333,330,DEGRADED,False,True,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:06:44+00:00,mqtt,STOPPED,NONE,LINE_HUNT_TIMEOUT_STOPPED,000,3930,DRY,4568.333,330,DEGRADED,False,True,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:06:49+00:00,mqtt,STOPPED,NONE,LINE_HUNT_TIMEOUT_STOPPED,000,3932,DRY,4568.333,330,DEGRADED,False,True,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:06:54+00:00,mqtt,STOPPED,NONE,LINE_HUNT_TIMEOUT_STOPPED,000,3956,DRY,4568.333,330,DEGRADED,False,True,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:07:00+00:00,mqtt,STOPPED,NONE,LINE_HUNT_TIMEOUT_STOPPED,000,3928,DRY,4568.333,330,DEGRADED,False,True,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:07:05+00:00,mqtt,STOPPED,NONE,LINE_HUNT_TIMEOUT_STOPPED,000,3907,DRY,4568.333,330,DEGRADED,False,True,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:07:10+00:00,mqtt,STOPPED,NONE,LINE_HUNT_TIMEOUT_STOPPED,000,3937,DRY,4568.333,330,DEGRADED,False,True,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:07:15+00:00,mqtt,STOPPED,NONE,LINE_HUNT_TIMEOUT_STOPPED,000,3936,DRY,4568.333,330,DEGRADED,False,True,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:07:20+00:00,mqtt,STOPPED,NONE,LINE_HUNT_TIMEOUT_STOPPED,000,3936,DRY,4568.333,330,DEGRADED,False,True,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:07:25+00:00,mqtt,STOPPED,NONE,LINE_HUNT_TIMEOUT_STOPPED,000,3897,DRY,4568.333,330,DEGRADED,False,True,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:08:10+00:00,mqtt,DRYING,NONE,MQTT_CONNECTED,000,3863,DRY,309.1667,3895.833,DEGRADED,False,False,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:08:15+00:00,mqtt,DRYING,NONE,MQTT_CONNECTED,000,3863,DRY,309.1667,3895.833,DEGRADED,False,False,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:08:20+00:00,mqtt,DRYING,NONE,MQTT_CONNECTED,000,3864,DRY,309.1667,3895.833,DEGRADED,False,False,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:08:25+00:00,mqtt,DRYING,NONE,MQTT_CONNECTED,000,3867,DRY,309.1667,3895.833,DEGRADED,False,False,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
2026-06-01T03:08:30+00:00,mqtt,DRYING,NONE,MQTT_CONNECTED,000,3876,DRY,309.1667,3895.833,DEGRADED,False,False,True,True,True,True,NONE,NONE,False,LOCAL_SENSOR_OK,,LIVE,mqtt
